id;gender;masterCategory;subCategory;articleType;baseColour;season;year;usage;productDisplayName
19903;Unisex;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;Converse Unisex AS Canvas OX Black Casual Shoes
7376;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men's Grey Casual Shoe
9816;Unisex;Footwear;Shoes;Casual Shoes;Purple;Summer;2014;Casual;Converse Unisex Purple Casual Shoes
26524;Men;Footwear;Shoes;Casual Shoes;Grey;Spring;2013;Casual;Gas Men Passtime Grey Casual Shoes
17056;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Summer;2013;Casual;Gas Men Sahar Casual Shoe
39993;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Gas Men Draw Black Shoes
15365;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Shoes
39967;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Gas Men Brown Clapton Shoes
32743;Men;Footwear;Shoes;Casual Shoes;Brown;Spring;2013;Casual;Fila Men Dale Brown Shoes
15353;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Casual Black Shoes
15505;Women;Footwear;Shoes;Casual Shoes;Brown;Spring;2013;Casual;Carlton London Women Casual Brown Casual Shoes
50753;Men;Footwear;Shoes;Casual Shoes;Mushroom Brown;Winter;2018;Casual;Red Chief Men Mushroom Brown Shoes
4509;Men;Footwear;Shoes;Casual Shoes;Beige;Winter;2015;Casual;Skechers Men's Arcade Midway Beige Shoe
50754;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
12515;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
15354;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Casual Black Casual Shoes
32744;Men;Footwear;Shoes;Casual Shoes;Charcoal;Spring;2013;Casual;Fila Men Dale Charcoal Black Shoes
39969;Men;Footwear;Shoes;Casual Shoes;Grey;Spring;2013;Casual;GAS Men Grey Cutback Casual Shoes
23800;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Clarks Men Dark Black Un Rail Casual Shoes
39304;Men;Footwear;Shoes;Casual Shoes;Olive;Winter;2018;Casual;Red Chief Men Olive Casual Shoes
5679;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Diameter Heisman Black Shoe
19367;Men;Footwear;Shoes;Casual Shoes;Tan;Winter;2018;Casual;Redtape Men Candy Tan Casual Shoes
3545;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2015;Casual;Skechers Men's Grey Lifestyle Shoe
4136;Women;Footwear;Shoes;Casual Shoes;Silver;Winter;2015;Casual;Skechers Women Silver White Blue Shoe
50737;Men;Footwear;Shoes;Casual Shoes;Mushroom Brown;Winter;2018;Casual;Red Chief Men Mushroom Brown Shoes
41477;Men;Footwear;Shoes;Casual Shoes;Maroon;Spring;2013;Casual;Carlton London Men Maroon Shoes
20818;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Leather Casual Shoes
7323;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Casual Brown Shoe
39303;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
4138;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Women Black & Pink Shoes
19369;Men;Footwear;Shoes;Casual Shoes;Blue;Winter;2018;Casual;Redtape Men Stone Wall Blue Casual Shoes
5677;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Ilets Resolute Charcolate Shoe
5683;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Triumphant Black Shoe
17035;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Gas Men Romance Casual Shoe
34085;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Clarks Men Manor Hall Leather Blue Shoes
34082;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2016;Casual;Clarks Men Black Nature Three Leather Casual Shoes
17032;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;GAS Men Red Europa Sneakers
5684;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men Black Shoe
17664;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Pumps Blue Casual Shoe
3587;Unisex;Footwear;Shoes;Casual Shoes;Red;Fall;2013;Casual;Converse Unisex Red Casual Shoes
6491;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
15355;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2018;Casual;Red Tape Men Navy Blue Shoes
24082;Women;Footwear;Shoes;Casual Shoes;Yellow;Winter;2015;Casual;Catwalk Women Yellow Casual Shoes
39968;Men;Footwear;Shoes;Casual Shoes;Brown;Spring;2013;Casual;Gas Men Brown Cutback Shoes
43345;Men;Footwear;Shoes;Casual Shoes;Olive;Summer;2013;Casual;Reebok Men Olive Blaze Ultra Casual Shoes
15352;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
32742;Men;Footwear;Shoes;Casual Shoes;Grey;Summer;2013;Casual;Fila Men Calve Grey Shoes
24627;Unisex;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Converse Unisex Black Shoes
12513;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
7379;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Blk Casual Black Shoe
20842;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
39966;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Gas Men Red & Brown Clapton Shoes
5043;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Fila Men's Sniper White Green Shoe
17057;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Gas Men Sahar Casual Shoe
39992;Men;Footwear;Shoes;Casual Shoes;White;Winter;2014;Casual;Gas Men Romance White Shoes
7384;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Casual Shoes
4501;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Arcade Midway Black Shoe
45619;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Arrow Men Red Shoes
4506;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2015;Casual;Skechers Men's Arcade Midway Charcoal Shoe
9817;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2014;Casual;Converse Men CT AS Sketch OX Black Casual Shoes
12522;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
26525;Men;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Gas Men Passtime Blue Casual Shoes
46606;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Blue Shoes
19902;Unisex;Footwear;Shoes;Casual Shoes;Red;Fall;2013;Casual;Converse Unisex Red Chuck Taylor All Star Canvas Shoes
7377;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Brown Casual Shoe
50727;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
30252;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Numero Uno Men Black Shoes
23810;Men;Footwear;Shoes;Casual Shoes;Black;Fall;2014;Casual;Clarks Men Black Supa Step Casual Shoes
30255;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
3552;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Light Brown Lifestyle Shoe
3564;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men Sage Brown Lifestyle Casual Shoe
30263;Men;Footwear;Shoes;Casual Shoes;Olive;Winter;2018;Casual;Red Tape Men Olive Shoes
5693;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Genesis Everstone Black Shoe
53731;Men;Footwear;Shoes;Casual Shoes;White;Fall;2014;Casual;Puma Men White & Black Contest Lo Casual Shoes
24663;Unisex;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Converse Unisex Oxford Red Casual Shoes
6486;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men STN Formal Light Brown Shoe
41469;Women;Footwear;Shoes;Casual Shoes;Cream;Spring;2013;Casual;Carlton London Women Cream Shoes
39741;Men;Footwear;Shoes;Casual Shoes;Olive;Summer;2013;Casual;Arrow Men Olive Shoes
24664;Unisex;Footwear;Shoes;Casual Shoes;Purple;Fall;2013;Casual;Converse Unisex Sketch Purple Casual Shoes
3563;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Black Taupe Lifestyle Casual Shoe
30264;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Grey Shoes
5694;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Genesis Everstone Brown Shoe
6678;Men;Footwear;Shoes;Casual Shoes;Green;Summer;2013;Casual;Converse Men's Oxford Green Shoe
31329;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Formal;Franco Leone Men Slip On Navy Blue Shoes
39978;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;GAS Men Brown Carroll Casual Shoes
32558;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Blue Shoes
39947;Men;Footwear;Shoes;Casual Shoes;Olive;Summer;2013;Casual;Gas Men Sahar Olive Shoes
7369;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Brown Casual Shoe
24253;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Numero Uno Men Black Casual Shoes
45600;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Arrow Men Black Shoes
10630;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2015;Casual;Carlton London Men Casual Navy Blue Casual Shoes
39940;Men;Footwear;Shoes;Casual Shoes;Grey;Summer;2013;Casual;Gas Men Venetian Grey Shoes
50742;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
39949;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;GAS Men White Walk Casual Shoes
32556;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Blue Shoes
39982;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Gas Men Jack Black Shoes
26532;Men;Footwear;Shoes;Casual Shoes;Beige;Summer;2013;Casual;Gas Men Arunta Beige Casual Shoes
10296;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Summer;2016;Casual;Clarks Men Navy Blue Leather Casual Shoes
39976;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2014;Casual;Gas Men Brown Swansea Shoes
24639;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2014;Casual;Converse Men Red Lace Black Shoes
13070;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Numero Uno Men Black Casual Shoes
39971;Men;Footwear;Shoes;Casual Shoes;Beige;Summer;2013;Casual;Gas Men Beige Campus Shoes
22505;Women;Footwear;Shoes;Casual Shoes;Grey;Winter;2015;Casual;Catwalk Women Dark Grey Casual Shoes
7367;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Stone Casual Shoe
17040;Men;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Gas Men Skate 001 Casual Shoe
39985;Men;Footwear;Shoes;Casual Shoes;Olive;Summer;2013;Casual;Gas Men Mila Olive Shoes
7393;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men's Brown Semi Formal Shoe
6474;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Black casual Shoe
5037;Men;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Fila Men White Ample Shoes
24662;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women Black Flat Casual Shoes
30262;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
5692;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men Seguae-Deposit Black Taupe Shoe
41468;Women;Footwear;Shoes;Casual Shoes;Olive;Spring;2013;Casual;Carlton London Women Olive Shoes
3795;Unisex;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;Converse Unisex CT  LACE COLOR OX Black Casual Shoes
3553;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Skechers Men's Brown Lifestyle Casual Shoe
3554;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men Black Sneakers
7332;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men's Grey Black Shoe
41466;Women;Footwear;Shoes;Casual Shoes;Brown;Spring;2013;Casual;Carlton London Women Brown Shoes
39984;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2014;Casual;Gas Men Grey & Blue Tee Casual Shoes
7366;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Tape Black Casual Shoe
22504;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Blue Casual Shoes
39970;Men;Footwear;Shoes;Casual Shoes;Red;Spring;2013;Casual;Gas Men Red Cutback Shoes
39948;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;GAS Men White Casual Shoes
39983;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2014;Casual;GAS Men Black Casual Shoes
15375;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Fila Men Flow Black Casual Shoes
32557;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Playboy Men Red Shoes
7395;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men's Casual Grey Shoe
24299;Unisex;Footwear;Shoes;Casual Shoes;Grey;Summer;2013;Casual;Converse Unisex Grey CT Oxford Ox Casual Shoes
39941;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Gas Men Bugey Blue Shoes
50743;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Shoes
10631;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Carlton London Men CL semi-cas Black Casual Shoes
39979;Men;Footwear;Shoes;Casual Shoes;Beige;Summer;2013;Casual;Gas Men Flint Grey Shoes
35571;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Arrow Men Brown Casual Shoes
39946;Men;Footwear;Shoes;Casual Shoes;Beige;Summer;2013;Casual;Gas Men Sahar Beige Shoes
43477;Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;2016;Casual;Woodland Men Khaki Shoes
33532;Women;Footwear;Shoes;Casual Shoes;Grey;Summer;2016;Casual;Cobblerz Women Grey Loafers
47681;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2013;Casual;Carlton London Men Navy Blue Shoes
22818;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2016;Casual;Woodland Men Black Casual Shoes
15494;Women;Footwear;Shoes;Casual Shoes;Maroon;Spring;2013;Casual;Carlton London Women Casual Maroon Casual Shoes
40450;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
11837;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Playboy Men Casual Red Casual Shoes
40457;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Casual Shoes
3488;Men;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;ADIDAS Men's Jawpaw Black Metal Shoe
11830;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Casual Blue Casual Shoes
22820;Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;2016;Casual;Woodland Men Khaki Shoes
47644;Men;Footwear;Shoes;Casual Shoes;Brown;Spring;2013;Casual;Carlton London Men Brown Shoes
45583;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Arrow Men Brown Casual Shoes
22829;Men;Footwear;Shoes;Casual Shoes;Cream;Summer;2016;Casual;Woodland Men Camel Casual Shoes
3812;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2014;Casual;Converse Men CT COLOR HI Black Black Casual Shoes
47643;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2014;Casual;Carlton London Men Light Brown Loafers
38771;Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;2016;Casual;Woodland Men Khaki Shoes
40459;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Grey Shoes
39267;Men;Footwear;Shoes;Casual Shoes;Beige;Winter;2018;Casual;Red Chief Men Beige Shoes
28315;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Grey Shoes
2369;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Casual Brown Men's Shoe
20711;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Smart Casual;Red Tape Men Brown Leather Casual Shoes
57471;Men;Footwear;Shoes;Casual Shoes;Green;Spring;2013;Casual;Playboy Men Military Green Boat Shoes
39260;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
59940;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Vans Men Black Casual Shoes
34540;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
24184;Unisex;Footwear;Shoes;Casual Shoes;Red;Summer;2014;Casual;Converse Unisex Contrast Oxford Red Casual Shoes
20716;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Smart Casual;Red Tape Men Brown Leather Casual Shoes
18545;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women  Black Casual Shoe
22874;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2016;Casual;Woodland Men Black Casual Shoes
36448;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Spinn Men Recurve White & Gold Shoes
47242;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Brown Check Canvas Shoes
2393;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Semi Casual Shoe
39269;Men;Footwear;Shoes;Casual Shoes;Beige;Winter;2018;Casual;Red Chief Men Beige Shoes
44433;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Gliders Men Black Shoes
39251;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Shoes
18542;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women  Black Casual Shoe
44434;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Gliders Men Brown Shoes
15898;Unisex;Footwear;Shoes;Casual Shoes;Blue;Winter;2013;Casual;Warner Bros Kids Blue Dance Casual Shoes
2394;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men's Casual Black Shoe
36484;Men;Footwear;Shoes;Casual Shoes;Grey;Spring;2013;Casual;Spinn Men Marley Grey Shoes
47245;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Brown Casual Shoes
47642;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2013;Casual;Carlton London Men Black Shoes
40458;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2018;Casual;Red Tape Men Navy Blue Shoes
23338;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Casual Black Shoes
45582;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Arrow Men Black Shoes
22828;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2016;Casual;Woodland Men Black Casual Shoes
40456;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Shoes
11831;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2013;Casual;Playboy Men Casual Brown Casual Shoes
22821;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Sports;Woodland Men Brown Trekking Shoes
22819;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Casual;Woodland Men Brown Casual Shoes
47680;Men;Footwear;Shoes;Casual Shoes;Off White;Spring;2013;Casual;Carlton London Men Off White Casual Shoes
11836;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Casual Blue Casual Shoes
47244;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2013;Casual;Playboy Men Blue Shoes
44435;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Gliders Men Black Shoes
33103;Women;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Catwalk Women Black Casual Shoes
36449;Men;Footwear;Shoes;Casual Shoes;White;Spring;2013;Casual;Spinn Men Recurve White Shoes
36476;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Spinn Men Agile Black Shoes
39268;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Casual Shoes
47243;Men;Footwear;Shoes;Casual Shoes;Red;Summer;2013;Casual;Playboy Men Red Casual Shoes
12617;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Casual Brown Casual Shoes
39261;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
28313;Men;Footwear;Shoes;Casual Shoes;Grey;Winter;2018;Casual;Red Tape Men Grey Shoes
34541;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Winter;2018;Casual;Red Tape Men Navy Blue Shoes
24185;Unisex;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;Converse Unisex Contrast Oxford Black Casual Shoes
59941;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2013;Casual;Vans Men Navy Blue Casual Shoes
14380;Women;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Catwalk Women Lifestyle White Casual Shoes
35655;Men;Footwear;Shoes;Casual Shoes;Beige;Spring;2013;Casual;U.S. Polo Assn. Men Beige Shoes
39266;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Chief Men Black Casual Shoes
2368;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Brown Casual Men's Shoe
20710;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Casual Shoes
39259;Men;Footwear;Shoes;Casual Shoes;Khaki;Winter;2018;Casual;Red Chief Men Khaki Shoes
26603;Men;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Sports;Puma Men Fox Black Sports Shoes
35670;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Spring;2013;Casual;U.S. Polo Assn. Men Navy Blue Shoes
5706;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Camaro Black Shoe
44421;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Leather Black Shoes
35684;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;U.S. Polo Assn. Men Casual White Casual Shoes
22859;Men;Footwear;Shoes;Casual Shoes;Khaki;Summer;2016;Casual;Woodland Men Khaki Casual Shoes
34563;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2018;Casual;Red Tape Men Black Shoes
5701;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Skechers Men's Flaunted Black Shoe
35677;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2014;Casual;U.S. Polo Assn. Men Brown Leather Casual Shoes
13187;Men;Footwear;Shoes;Casual Shoes;White;Summer;2013;Casual;Fila Men White Stradd Shoes
47633;Women;Footwear;Shoes;Casual Shoes;Magenta;Spring;2013;Casual;Carlton London Women Magenta Shoes
51756;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women Blue Shoes
18550;Women;Footwear;Shoes;Casual Shoes;Brown;Winter;2015;Casual;Catwalk Women  Brown Casual Shoes
57497;Men;Footwear;Shoes;Casual Shoes;Tan;Summer;2013;Formal;Lee Cooper Men Tan Shoes
3606;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Converse Men Black Shoes
15883;Girls;Footwear;Shoes;Casual Shoes;Pink;Winter;2013;Casual;Warner Bros Kids Girls TJ Check Skate Pink Casual Shoes
39275;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Chief Men Brown Leather Shoes
3639;Men;Footwear;Shoes;Casual Shoes;White;Winter;2015;Casual;Fila Men's Universe HI White Shoe
7403;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Slip-On Brown Shoes
25420;Men;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Nike Men Lite Force Black & White Shoes
2388;Men;Footwear;Shoes;Casual Shoes;Brown;Winter;2018;Casual;Red Tape Men Brown Casual Shoe
15870;Unisex;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Warner Bros Kids Unisex TJ Notebook Canvas Blue Casual Shoes
18561;Women;Footwear;Shoes;Casual Shoes;Blue;Winter;2015;Casual;Catwalk Women  Blue Casual Shoe
39272;Men;Footwear;Shoes;Casual Shoes;Olive;Winter;2018;Casual;Red Chief Men Olive Shoes
15884;Unisex;Footwear;Shoes;Casual Shoes;Brown;Winter;2013;Casual;Warner Bros Kids Unisex TJ Chase Casual Brown Casual Shoes
39616;Women;Footwear;Shoes;Casual Shoes;Yellow;Winter;2015;Casual;Catwalk Women Yellow Shoes
59939;Men;Footwear;Shoes;Casual Shoes;Blue;Spring;2013;Casual;Vans Men Blue Casual Shoes
33511;Women;Footwear;Shoes;Casual Shoes;Teal;Summer;2016;Casual;Cobblerz Women Teal Green Boots
58818;Women;Footwear;Shoes;Casual Shoes;Black;Spring;2013;Casual;Skechers Women Black Casual Shoes
56723;Men;Footwear;Shoes;Casual Shoes;Blue;Summer;2014;Casual;Converse Men Blue CT Boat Pipe Ox Casual Shoes
47235;Men;Footwear;Shoes;Casual Shoes;Black;Summer;2013;Casual;Playboy Men Black Casual Shoes
51350;Men;Footwear;Shoes;Casual Shoes;Navy Blue;Summer;2014;Casual;Converse Men Navy Casual Shoes
8247;Unisex;Footwear;Shoes;Casual Shoes;Black;Fall;2013;Casual;Converse Unisex Mono Black Canvas
11825;Men;Footwear;Shoes;Casual Shoes;Green;Summer;2013;Casual;Playboy Men Casual Green Casual Shoes
23913;Men;Footwear;Shoes;Casual Shoes;Black;Winter;2015;Casual;Fila Men Cicadeo Black Casual Shoes
4441;Unisex;Footwear;Shoes;Casual Shoes;White;Fall;2013;Casual;Converse Unisex Canvas Hi White Shoe
22832;Men;Footwear;Shoes;Casual Shoes;Brown;Summer;2016;Casual;Woodland Men Brown Shoes
